,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
îáéü,1592241,4.100376503,1369155,3.930152045,5.2451874,6.518850959,0.56344289,0.021243203,0.542199687
èdï‘,1591697,4.100364657,1872774,3.939392115,5.245159318,6.568877988,0.563258185,0.178042232,0.385215953
î ,1591697,4.100364657,339139,3.879088701,5.245159318,6.269802576,0.563258185,-0.759345725,1.322603911
Jer,1584366,4.100204532,1017836,3.920722127,5.244779781,6.469602771,0.56076183,-0.133114718,0.693876548
ñˆú‰íÏ,1584366,4.100204532,164492,3.844830735,5.244779781,6.1220044,0.56076183,-1.22258752,1.78334935
ËÅñ®,1583619,4.100188164,2911454,3.951254775,5.244740992,6.636021633,0.5605067,0.388489638,0.172017061
àÍåQ,1583619,4.100188164,1545051,3.933802278,5.244740992,6.538393371,0.5605067,0.082494715,0.478011985
êEèÍ,1575624,4.100012386,2614968,3.948485018,5.244324488,6.620026692,0.557767199,0.338356914,0.219410285
É_,1571887,4.099929846,2732758,3.94963015,5.244128954,6.626615064,0.556481102,0.359006758,0.197474345
âº,1571887,4.099929846,2732758,3.94963015,5.244128954,6.626615064,0.556481102,0.359006758,0.197474345
äﬂãÔ,1570088,4.099890024,680388,3.906756732,5.244034629,6.399631188,0.555860691,-0.352425688,0.908286379
èoâ≈,1564925,4.099775425,164957,3.844976621,5.243763216,6.12260812,0.554075506,-1.220695289,1.774770795
äÛñ],1560936,4.099686565,1023655,3.920910003,5.243552797,6.470567395,0.552691504,-0.13009131,0.682782814
îFéØ,1557600,4.099612035,627762,3.903795217,5.243376338,6.385206738,0.551530869,-0.397636044,0.949166913
?,1554744,4.099548072,855725,3.914876492,5.243224916,6.439907098,0.550534908,-0.226189457,0.776724365
ïˆ?,1544520,4.0993179,1074425,3.922494694,5.242680158,6.478729798,0.546951835,-0.104508002,0.651459837
óõé{?,1540194,4.099219941,286860,3.871696725,5.242448381,6.236815468,0.545427357,-0.862736765,1.408164122
àÍéR,1540194,4.099219941,640146,3.90451929,5.242448381,6.388720781,0.545427357,-0.386622027,0.932049384
çö,1540194,4.099219941,313448,3.875648451,5.242448381,6.254368983,0.545427357,-0.807719025,1.353146382
?ìì,1540194,4.099219941,82132,3.805666498,5.242448381,5.966615186,0.545427357,-1.7096218,2.255049157
éR,1540194,4.099219941,1395528,3.930735516,5.242448381,6.521956057,0.545427357,0.03097547,0.514451888
ê_êÂ,1534662,4.099094178,2336345,3.945499584,5.242150874,6.603009133,0.54347054,0.285019011,0.258451529
?,1534662,4.099094178,2907546,3.951220587,5.242150874,6.635822955,0.54347054,0.387866923,0.155603617
ãÙãˆ,1530596,4.099001384,3720128,3.957307645,5.241931402,6.671708957,0.542026994,0.500343928,0.041683067
?ìT,1524801,4.098868604,1401807,3.930872408,5.241617417,6.522685578,0.539961799,0.033261995,0.506699803
?,1513868,4.098616392,3583085,3.956404306,5.241021209,6.666316587,0.536040316,0.483442696,0.05259762
ñ≤,1512240,4.098578644,3743298,3.957456273,5.240931996,6.672598476,0.535453534,0.503131933,0.032321601
óùâª,1508894,4.098500902,1385988,3.930526054,5.240748285,6.520840542,0.534245198,0.027479124,0.506766073
ùr,1490619,4.098072504,980802,3.919494185,5.239736382,6.463314011,0.527589538,-0.152825492,0.680415031
ëÂñ@,1490540,4.098070638,101696,3.818436549,5.239731976,6.015901656,0.527560559,-1.555143893,2.082704452
èâéü,1490540,4.098070638,273930,3.869606094,5.239731976,6.227602507,0.527560559,-0.891612822,1.419173382
îu,1489465,4.098045234,599850,3.902095863,5.239671995,6.376991161,0.527166043,-0.423386016,0.950552059
çHçÏ,1483872,4.097912699,3021600,3.952195478,5.239359104,6.641500776,0.525108045,0.40566284,0.119445205
?,1478124,4.097775846,1991128,3.941117862,5.239036095,6.578432265,0.522983494,0.207988073,0.314995422
PuPu,1444702,4.096966868,1050657,3.92176471,5.237128232,6.474964003,0.510434775,-0.116311082,0.626745857
ê¥óÎ,1443459,4.096936336,61598,3.787372987,5.237056279,5.898077404,0.509961513,-1.92443883,2.434400342
à§èÓ,1440616,4.096866381,3535525,3.956080687,5.236891433,6.664390581,0.50887726,0.477406041,0.031471219
çDêS,1431776,4.096647771,2564248,3.947971941,5.23637641,6.617085849,0.505489764,0.329139471,0.176350293
ç»éq,1430661,4.096620078,2983099,3.951871589,5.236311184,6.639611564,0.50506075,0.399741507,0.105319243
Êœ,1429029,4.096579498,2167160,3.943461042,5.236215607,6.591517215,0.504432104,0.249000052,0.255432052
ëÂõ{,1429029,4.096579498,817124,3.913278585,5.236215607,6.431894083,0.504432104,-0.251304539,0.755736643
éÈ‰ü,1428903,4.096576363,475254,3.893091529,5.236208222,6.334173957,0.504383533,-0.557587389,1.061970922
??,1427910,4.096551641,3009870,3.952097347,5.236149999,6.640928085,0.504000577,0.403867863,0.100132715
ù®ìÆ,1427256,4.096535347,2553956,3.947866284,5.236111627,6.616481089,0.503748187,0.327243977,0.17650421
îíïSâΩ,1425454,4.096490404,389068,3.884929092,5.23600579,6.296339941,0.503052061,-0.676170026,1.179222087
îΩ?,1422220,4.09640957,3393104,3.955078177,5.235815453,6.658443389,0.501800144,0.458765838,0.043034306
Ë¯éuçP,1414705,4.096220852,46280,3.767860095,5.235371187,5.827408565,0.498878044,-2.145935199,2.644813244
âÆ,1413294,4.09618528,291349,3.872395234,5.235287464,6.239904896,0.498327364,-0.853053614,1.351380977
ñ≥ñ@,1412484,4.09616484,971804,3.91918709,5.235239357,6.461745551,0.498010947,-0.157741493,0.655752441
??,1410642,4.096118304,728058,3.909202793,5.235129837,6.411649946,0.497290599,-0.31475546,0.812046059
íg,1408239,4.096057482,1416088,3.931180928,5.23498671,6.524331163,0.496349198,0.038419732,0.457929466
?ãL,1406345,4.096009453,131122,3.832775253,5.234873697,6.072792262,0.495605872,-1.376832447,1.872438319
éOóß,1401190,4.095878323,2171967,3.94352167,5.234565197,6.59185753,0.49357675,0.250066697,0.243510053
êä,1401190,4.095878323,318009,3.876284346,5.234565197,6.257210928,0.49357675,-0.798811556,1.292388306
ï∑ë‰,1401190,4.095878323,3264315,3.954125377,5.234565197,6.65281769,0.49357675,0.441133289,0.05244346
ã¡îö,1401190,4.095878323,1305726,3.928689458,5.234565197,6.511097993,0.49357675,-0.003056814,0.496633563
êVï∑ê¸,1401190,4.095878323,1305726,3.928689458,5.234565197,6.511097993,0.49357675,-0.003056814,0.496633563
·∏èGñF,1397634,4.09578752,876508,3.915700054,5.23435161,6.444054186,0.49217191,-0.213191296,0.705363206
ê∏âÿî≈,1397634,4.09578752,1560282,3.934093797,5.23435161,6.539966231,0.49217191,0.087424509,0.404747401
ñúñú,1391568,4.095631963,2226265,3.9441951,5.233985785,6.595643586,0.489765746,0.26193328,0.227832466
êÑâÓ,1387545,4.095528334,2326786,3.945389372,5.233742134,6.602385213,0.48816316,0.283063467,0.205099693
îÏçã,1376709,4.095247352,518637,3.896530584,5.233081704,6.350388626,0.483819272,-0.506765974,0.990585245
ñ|é‘,1375770,4.095222875,2972952,3.95178536,5.233024187,6.639109075,0.483440959,0.398166564,0.085274395
iNEWS,1375770,4.095222875,935472,3.917910054,5.233024187,6.455241455,0.483440959,-0.178127192,0.661568152
öéèd,1374648,4.0951936,3002652,3.952036726,5.2329554,6.640574429,0.48298852,0.402759404,0.080229116
ëgêD,1374016,4.095177098,1783440,3.937996857,5.232916624,6.561203528,0.482733479,0.153988279,0.328745201
îö·¢,1367996,4.095019431,2426776,3.946515172,5.232546221,6.608772798,0.480297202,0.303083987,0.177213216
ó´ËuóY,1357048,4.09473049,943538,3.918198846,5.23186767,6.456709749,0.475834123,-0.173525138,0.649359261
ïz,1345638,4.094426274,1090008,3.922962454,5.231153605,6.481148101,0.471137455,-0.096928348,0.568065803
ñA,1345638,4.094426274,1136532,3.924310828,5.231153605,6.488142327,0.471137455,-0.075006442,0.546143897
ï\ââ,1336569,4.094182193,2943920,3.951536603,5.230580952,6.637660625,0.467370906,0.393626707,0.073744199
ã∞,1335792,4.094161186,1069880,3.92235667,5.230531677,6.478017004,0.467046805,-0.106742102,0.573788907
ëYóø,1335792,4.094161186,1123118,3.923929219,5.230531677,6.486159352,0.467046805,-0.081221654,0.548268459
ÊkàŸ,1335792,4.094161186,2527350,3.947590669,5.230531677,6.614904882,0.467046805,0.322303693,0.144743112
ëòãˆ,1335792,4.094161186,1260296,3.927586343,5.230531677,6.505279097,0.467046805,-0.021294897,0.488341702
ñÕì¡,1335792,4.094161186,521266,3.896727383,5.230531677,6.351321604,0.467046805,-0.503841756,0.970888561
‰Ôê≥å≥,1326273,4.093902596,2080376,3.942336754,5.229925262,6.585222528,0.463058188,0.229270698,0.23378749
âÒãé,1321185,4.093763435,494018,3.894625136,5.229599026,6.341384026,0.460912413,-0.53498897,0.995901383
â‘,1319790,4.093725165,1282124,3.928122444,5.229509322,6.508103967,0.4603224,-0.012440946,0.472763346
íºåæ,1319146,4.093707481,1863852,3.939256533,5.229467873,6.568130285,0.460049774,0.175698716,0.284351057
îrë‡,1314306,4.093574233,1801695,3.938288958,5.229155598,6.562806532,0.457995827,0.15901255,0.298983277
ó£èÍ,1313526,4.093552702,723989,3.909001896,5.229105147,6.410659197,0.457663988,-0.317860751,0.775524739
éÂ?,1313526,4.093552702,360661,3.881729598,5.229105147,6.281748862,0.457663988,-0.721902645,1.179566633
???,1313526,4.093552702,1456116,3.932025406,5.229105147,6.528845564,0.457663988,0.052569154,0.405094834
â§?,1313526,4.093552702,1319388,3.929011867,5.229105147,6.512803309,0.457663988,0.002288135,0.455375853
êê˙∫,1311944,4.093508985,327423,3.87756161,5.229002712,6.262934014,0.456990238,-0.780873764,1.237864003
?íJ,1311944,4.093508985,296630,3.873200002,5.229002712,6.243471351,0.456990238,-0.841875322,1.29886556
ó—íÏãP,1311944,4.093508985,783831,3.911822896,5.229002712,6.424632018,0.456990238,-0.274065932,0.73105617
í≤?,1306566,4.093359881,329856,3.877884281,5.228653398,6.264382953,0.45469267,-0.776332375,1.231025045
ïΩë‰,1299864,4.093173004,916342,3.917212538,5.228215715,6.451701238,0.451813868,-0.189223246,0.641037114
ãKãÈ,1298669,4.093139558,432211,3.889269047,5.228137395,6.316344712,0.451298731,-0.613469347,1.064768078
èKãﬂïΩ,1298058,4.093122442,2717565,3.949485937,5.228097318,6.625783459,0.451035127,0.356400268,0.09463486
ëñå¸,1298058,4.093122442,145755,3.838484546,5.228097318,6.095934065,0.451035127,-1.304299413,1.755334541
Ëcî¬,1298058,4.093122442,848834,3.914597903,5.228097318,6.438506907,0.451035127,-0.230578058,0.681613185
éËèp,1297384,4.09310355,551390,3.898897658,5.228053082,6.361647605,0.450744175,-0.471477111,0.922221286
Éi,1293946,4.093006996,947062,3.918324054,5.227827022,6.457346801,0.44925729,-0.171528436,0.620785726
?,1284060,4.092727577,83295,3.806527727,5.227173029,5.969900415,0.444955739,-1.699324951,2.14428069
êVâ¡ö±,1283388,4.092708487,2622141,3.948556577,5.227128359,6.620437397,0.44466193,0.33964418,0.10501775
êVîN,1282632,4.092686996,871277,3.915495076,5.227078073,6.443020911,0.444331179,-0.216429877,0.660761056
çñ,1282626,4.092686825,1923966,3.940154784,5.227077674,6.573091833,0.444328553,0.191249627,0.253078926
ã@èÍ,1280990,4.092640264,651588,3.905172933,5.226968733,6.391900009,0.443612012,-0.376657418,0.820269429
çsëñ,1274004,4.092440613,648574,3.905002149,5.226501692,6.391068699,0.440540111,-0.379262982,0.819803093
???,1274004,4.092440613,545004,3.898450123,5.226501692,6.359512642,0.440540111,-0.478168697,0.918708809
ä‹,1265473,4.092194964,739329,3.909752041,5.225927264,6.414361994,0.436761887,-0.306255127,0.743017014
ëÂò,1254921,4.091888276,363962,3.882117262,5.225210427,6.283509836,0.432046984,-0.716383248,1.148430232
‰i,1254921,4.091888276,259707,3.867159417,5.225210427,6.216883737,0.432046984,-0.925208515,1.357255499
é¢,1254921,4.091888276,344363,3.879748558,5.225210427,6.27277936,0.432046984,-0.750015632,1.182062616
àÍí£,1254434,4.091874044,134626,3.834212371,5.225177173,6.078590239,0.431828256,-1.358659928,1.790488185
ëzïsìû,1248996,4.091714669,567085,3.899970651,5.224804808,6.36677834,0.429379075,-0.455395919,0.884774993
?,1244640,4.091586384,644820,3.904788046,5.224505155,6.390027167,0.427408152,-0.38252744,0.809935591
éÄñS,1237743,4.091382128,2889568,3.951062569,5.224028177,6.634905075,0.424270889,0.384990023,0.039280865
åRéñ,1227824,4.091085897,597178,3.901928027,5.223336702,6.376182143,0.419722803,-0.42592171,0.845644514
ñ≥ñD,1224221,4.090977561,344870,3.879811934,5.223083902,6.273065547,0.418060047,-0.749118639,1.167178686
?ëñ,1224221,4.090977561,1148463,3.924645559,5.223083902,6.489884007,0.418060047,-0.069547518,0.487607565
éOêl,1224221,4.090977561,246466,3.86472661,5.223083902,6.206292094,0.418060047,-0.958405756,1.376465803
âπ?âÔ,1216650,4.090748624,339889,3.879184211,5.222549833,6.270233116,0.414547276,-0.757996289,1.172543565
?åı,1216650,4.090748624,339889,3.879184211,5.222549833,6.270233116,0.414547276,-0.757996289,1.172543565
àÍç™,1215696,4.090719652,64685,3.790574595,5.222482259,5.909906036,0.41410282,-1.88736451,2.30146733
Í},1215696,4.090719652,2313252,3.945232362,5.222482259,6.601496879,0.41410282,0.280279173,0.133823647
âåà,1215696,4.090719652,1324444,3.92913013,5.222482259,6.513429362,0.41410282,0.004250367,0.409852454
èoö†,1214062,4.090669963,428002,3.88886991,5.222366375,6.314494473,0.413340609,-0.619268526,1.032609135
éÒéü,1214062,4.090669963,264004,3.867915876,5.222366375,6.220190542,0.413340609,-0.914844043,1.328184652
ùEâ§,1209550,4.090532325,1573616,3.93434611,5.222045428,6.541329036,0.411229622,0.091695931,0.319533691
äﬂîö,1206322,4.090433465,72515,3.797906949,5.22181495,5.937258119,0.409713683,-1.801635252,2.211348935
çqãÛ,1206322,4.090433465,927276,3.91761341,5.22181495,6.45373479,0.409713683,-0.182849511,0.592563194
âG,1201366,4.090281047,1448316,3.931863135,5.22145968,6.527976943,0.407376936,0.049846649,0.357530287
ãÅç•,1194129,4.090057078,2191820,3.943770307,5.22093779,6.59325409,0.403944277,0.254443914,0.149500363
ÊŒéñ,1191572,4.089977543,801339,3.912597811,5.220752505,6.428493425,0.402725591,-0.261963175,0.664688767
åàÊŒ,1191572,4.089977543,936387,3.91794297,5.220752505,6.455408734,0.402725591,-0.177602892,0.580328483
?ñ],1187267,4.089843159,384456,3.884429811,5.2204395,6.294054364,0.400666837,-0.68333368,1.084000517
äÔå∂,1187267,4.089843159,1252276,3.927386455,5.2204395,6.504227293,0.400666837,-0.024591554,0.425258391
åˆéÂ,1185351,4.089783156,63099,3.788954101,5.220299763,5.903910423,0.399747737,-1.906156475,2.305904212
àÍèÍ,1184230,4.089747994,650772,3.905126793,5.220217884,6.391675372,0.399209187,-0.377361494,0.776570681
àﬂïû,1182864,4.089705092,2263704,3.944647622,5.220117986,6.598193918,0.398552123,0.269926749,0.128625374
çgü~,1182864,4.089705092,1240850,3.927098903,5.220117986,6.502715597,0.398552123,-0.029329642,0.427881766
?ín,1181952,4.089676415,318792,3.876392368,5.220051215,6.257694185,0.398112943,-0.797296889,1.195409832
âˆï®,1177566,4.089538116,1312874,3.928858665,5.219729249,6.511992717,0.395995257,-0.000252491,0.396247749
çêï ,1167670,4.089223726,153028,3.841062592,5.218997603,6.106479859,0.391182949,-1.271245874,1.662428824
?í`,1166850,4.089197528,1394662,3.930716576,5.21893665,6.521855151,0.390782045,0.030659201,0.360122843
ïsêM,1166350,4.089181542,396794,3.88574917,5.21889946,6.30010106,0.390537428,-0.664381603,1.054919031
î¸çë,1165780,4.089163308,980802,3.919494185,5.21885704,6.463314011,0.390258415,-0.152825492,0.543083907
çDôﬂ,1160498,4.088993812,115910,3.825930014,5.218462783,6.045419547,0.387665241,-1.462626371,1.850291612
íºåƒ,1160498,4.088993812,96273,3.815225143,5.218462783,6.003389179,0.387665241,-1.594361576,1.982026818
ç≈â¿,1158010,4.088913643,2270092,3.944723902,5.218276343,6.598624311,0.38643896,0.271275724,0.115163236
öÎëz,1157268,4.088889693,778136,3.911566169,5.21822065,6.423354961,0.386072645,-0.278068593,0.664141239
ë¸î\,1155327,4.088826952,2226265,3.9441951,5.218074763,6.595643586,0.385113094,0.26193328,0.123179814
˚çíÉ,1152804,4.088745203,2544110,3.947764707,5.217884702,6.615899956,0.38386299,0.325422539,0.058440451
ê¡,1148824,4.088615796,2177646,3.943593082,5.217583887,6.592258486,0.381884419,0.251323406,0.130561012
â∆ñ\,1148052,4.088590631,988036,3.919738541,5.217525396,6.464563255,0.381499703,-0.148910002,0.530409705
ä“ç›,1148052,4.088590631,2348583,3.945639866,5.217525396,6.603803721,0.381499703,0.287509478,0.093990225
åóF,1143214,4.088432446,214894,3.85820297,5.217157787,6.178207397,0.379081808,-1.046431237,1.425513044
ùDó™,1140532,4.088344398,1337580,3.929434777,5.216953211,6.51504339,0.377736235,0.00930919,0.368427045
äQúÜ,1130966,4.088028258,365028,3.882241516,5.216218911,6.284074665,0.372906469,-0.714612912,1.087519382
ã@é‘,1126852,4.08789128,446750,3.890611364,5.215900866,6.322582937,0.370814575,-0.593916966,0.964731541
âﬂíˆ,1125270,4.087838441,366680,3.882433183,5.215778202,6.284946324,0.370007767,-0.711880884,1.081888651
í£åhå¨,1123800,4.087789261,274923,3.869770975,5.21566404,6.22832728,0.369256882,-0.889341176,1.258598058
??,1120622,4.087682667,83572,3.806730644,5.215416632,5.970675252,0.367629589,-1.69689639,2.064525979
êÙ‡U,1118384,4.087607377,2158434,3.943350555,5.215241908,6.59089727,0.366480365,0.247056964,0.119423401
êVï∫,1118384,4.087607377,759239,3.910697226,5.215241908,6.419040661,0.366480365,-0.291590843,0.658071209
·cï∫,1118384,4.087607377,759239,3.910697226,5.215241908,6.419040661,0.366480365,-0.291590843,0.658071209
íÜçπ,1115439,4.087508019,330308,3.8779439,5.215011361,6.264650807,0.364963969,-0.775492845,1.140456814
åxï˚,1114926,4.087490678,558770,3.899406873,5.214971128,6.364080397,0.364699342,-0.463852046,0.828551388
ívñΩ,1108760,4.087281476,1799706,3.938257311,5.214485838,6.562632766,0.361507415,0.158467918,0.203039497
íDñΩ,1107018,4.087222113,880713,3.915863725,5.214348161,6.444879764,0.360601862,-0.210603698,0.571205559
ù…ùü,1103574,4.087104408,202832,3.855387082,5.214075218,6.166223313,0.358806611,-1.083992787,1.442799398
?,1103574,4.087104408,606939,3.902536664,5.214075218,6.379117987,0.358806611,-0.416719934,0.775526545
çsà◊,1102473,4.087066684,702540,3.907919127,5.21398775,6.405330639,0.358231305,-0.334561979,0.692793283
óòíq,1097130,4.086882951,134626,3.834212371,5.21356182,6.078590239,0.355429803,-1.358659928,1.714089731
éñèÓ,1092621,4.086727034,2154735,3.943303551,5.213200473,6.590633617,0.353053092,0.246230602,0.106822491
